OTU	Status2	Status3									
083b7cd30451d7dd9abaa91d77d7575c	soil_derived	NA									
4d1a44d9c3ac5b0587b64f23f9cbfa8c	soil_derived	NA									
512ef928db6e5b49e589f300e56c4660	soil_derived	NA									
8cdcf2e69262a1b85151545dd29de8e6	soil_derived	NA									
1b151c5a61eb0d1fd4b22d34c8ae120f	soil_derived	NA									
070c53e51089686d8eb7f2c739479e59	soil_derived	NA									
ee10bdf9482b0d96c5e933577d9d89c5	soil_derived	NA									
b746fe84d28faff2b9f225e64426c0ff	soil_derived	NA									
97e35499e3abd4edbd9ceee3425682f3	soil_derived	NA									
377f915f5b41db28bb1b45db6474b5f6	soil_derived	NA									
4561245f6daedd7dbe248a67c948b637	soil_derived	NA									
fd521e71530c03a94f57b0f455f7e915	soil_derived	NA									
8ef54deae4443abae13ec4b504673c39	soil_derived	NA									
e3e52311cdcf7e849b802530bde80c32	soil_derived	NA									
642725c9645723115d45b7bfc2cf2c9d	soil_derived	NA									
70597d873fa751e4291daf1e75c6cd3b	soil_derived	NA									
ca2e01f36692bca407da20df2649de54	soil_derived	NA									
ee5ef73dc2f7105e500fc9d03f5e25b4	soil_derived	NA									
059bf0e5b0849db1ce10182ae33891f0	soil_derived	NA									
a45965de24734cf0dd2d5ec1afa9b166	soil_derived	NA									
758911e4415083b3d67da1ffa5f2f932	soil_derived	NA									
f9b759fce96c4349153a5af379e8baf1	soil_derived	NA									
6ab73320f0041c245efb1c62221afb35	soil_derived	NA									
fcf0957837bf76995b61602eac703685	soil_derived	NA									
c9c7b860efc7b87b8eaa0c0219562408	soil_derived	NA									
e67ef6cfd519ec9273dd6105ee1f798b	soil_derived	NA									
f8dda733fe069683bf78a4af4d9c7f69	soil_derived	NA									
f81e804ad4fac40f53ba4a1dd3016918	soil_derived	NA									
5f8d55e779ec59ef84b27f94cd219753	soil_derived	NA									
4de972092f8c218f2572c2cb41c36a9f	soil_derived	NA									
34ca440783ffac467b8197ebdeb93f2e	soil_derived	NA									
ad8f5340fcbcf94d0fec720d18ceda7d	soil_derived	NA									
1aff2ebc2da3db55883bac4817e7e6d1	soil_derived	NA									
afe25aa2409261c1ed7f6bd16aab2f3e	soil_derived	NA									
372fe5d2b738e1e2e143ce6269333e21	soil_derived	NA									
1069f2659391103c4d7e884b048d1d68	soil_derived	NA									
f6fa947ae02e8c270c8bed51a9a2e74c	soil_derived	NA									
