OTU	Status4	Status5
b8e4c1007a7d2158fd508901551ca53e	Rhizosphere	No
15851664f63f96ff239ffe98505d695d	Bulk	No
37798dc97ea5922e880284a7ff9d21fe	Rhizosphere	No
d17d0cdbeaf705fbf6e5f7e11b15e059	Root_endosphere	No
2b364af4f3acffb23bf138229399c60a	Phyllosphere	Also_bulk
9cbf2944b310eb7ae186bee2430ea2b4	Rhizosphere	No
6378b739fb537eceb90f3dbdab101303	Rhizosphere	No
f29a675fc3f96b4378eea68e77c85114	Root_endosphere	No
0262ba1520ceb4b1c6c8cda1bbfa7372	Bulk	No
e53a74e4ab4c71dad90b25d38ab3e0ae	Rhizosphere	No
74f958a4cdc2c67423b67872c2a69647	Bulk	No
505c3c355ec290df3ae01edf294cfcfc	Bulk	No
b9d6dea5e1133cec63ed2ec155f97d6b	Bulk	No
c98c43078f145e5039ceb776c6fe1e65	Bulk	No
6b70107a879df13ba19dd065a9de8f97	Bulk	No
1fdcb658ff342f52c4e8cfeb387771f1	Rhizosphere	No
62d7f411208cc3bb19fe0e4966022052	Bulk	No
2c408fa0b1d283317da2894c7a6affea	Rhizosphere	No
f5f8a5cf6a0bda8ddf1ab6e530983015	Rhizosphere	No
e9980ec8f09ecd2b42f4c0f56deff1ee	Rhizosphere	No
68b0dfd2f5e3bb8538aeb5a23bd8df0e	Bulk	No
5cd8418b9ec45329abfb69b44943941a	Bulk	No
ff111a73c42ebee0e080caa3fb9cf584	Bulk	No
f60e63c8103fd19f12e84876b214a4c0	Rhizosphere	No
143e049e57f537efc215b5b9d29b0258	Bulk	No
8036a31bc8ae4e7823cd06e70226be23	Root_endosphere	No
f0f57703bf674cec428270ea4da440d1	Rhizosphere	No
ef12f64460874bbf7505f4d4e91f4284	Root_endosphere	No
0096dc082141f408ca0efe2f632f0ac2	Rhizosphere	No
7dc0c2a5b295baef73279036af1d667e	Bulk	No
d715745702b4df4b14964049483c3c6e	Bulk	No
ad41ba72bee31214afad128795973f2e	Rhizosphere	No
df844926fc313395b2308f177697bd0e	Rhizosphere	No
bfa79a15a0abfbfcddac6ac660a41ab0	Root_endosphere	No
d458084776b870b34def51e5830607ea	Rhizosphere	No
100afb335367ff614a8250bffabf3898	Rhizosphere	No
da7a48fccafa42f1a96088d7afc90343	Rhizosphere	No
2117d3c120ee393b377e27f0c78595a2	Bulk	No
fc1eb7339b3bebe52b4cbc31e0100fdf	Root_endosphere	No
f44575d470d34a536a06ccbab653ee93	Bulk	No
9bb327aa203f2cbbb367e835f8eb0647	Bulk	No
881d5cede6010025acfc9733cb10b6bd	Bulk	No
bd66cf94b733942356138215522ffae5	Bulk	No
cf56b2c083671f31c6b3a48726e8757b	Bulk	No
07d70581a78854cb7e927f456ef71156	Root_endosphere	No
5c09cc7e0218208d22ab3b22141e63c7	Phyllosphere	Also_bulk
7b36ff3f5af64a587471804b1d76ce48	Rhizosphere	No
e23c98415e9e43d6ccbe51afbad80257	Bulk	No
8c5a8df6c401fd539c0faef72a008f51	Rhizosphere	No
1929622e13d60eb293a7b7735cb6611e	Root_endosphere	No
c4d51f2e133103d908843ec53e76a66f	Rhizosphere	No
f7501e06b4bc2cc7898e4365848c0d4e	Rhizosphere	No
f69360f1942866d4f3e61808f10728b5	Bulk	No
94de94c55dfe1e19428614ddbf7ba0e4	Rhizosphere	No
e4e9cc0516a419fc482560a7c9c5c4f5	Bulk	No
0dfc3b9a36a32df676d259db7f2d55f7	Rhizosphere	No
c155a1d3db0742deb4b8991e48149cc6	Rhizosphere	No
f38317f3c36278802f1e4f31e97de6b6	Rhizosphere	No
82e393cc50aff85a249117d65515932d	Bulk	No
0551dff78218f68f6cfa98325e299e0f	Rhizosphere	No
f2403fa8b4077aa88e8426f2b1a2ba4e	Root_endosphere	No
6104abc6d61dfa99f1b116f18c20ffdd	Rhizosphere	No
3d63ae65dbc176719630b7b706f57ba3	Rhizosphere	No
bc24ccbeabbc97e06070fb38d20fc183	Bulk	No
0f85b342b5556d4dc16f3ea610c0186d	Bulk	No
4dc6bf1b1568e9c340cc86ae65bf72dd	Rhizosphere	No
7a5acaa395fe6ba62838ee502e0bf1e2	Root_endosphere	No
059ee444253fed9d8a234ac9717e2f1c	Root_endosphere	No
e807b9c580ea970279797fde990ae1c2	Root_endosphere	No
6fefc6ca9f6ac5eded68fd21585e91d5	Bulk	No
785d19aa4695fde39d626a568bbb2a48	Bulk	No
acd407510818d6f392cc1c80cb2885f5	Root_endosphere	No
f01615f595e179fa433c67f1639f66df	Root_endosphere	No
5bdc7bdd6d6111640ad3756c80a145c8	Rhizosphere	No
da24775c4d1c673039776d3acf754787	Rhizosphere	No
c26ef7ebb733568d169c4a99ff074390	Bulk	No
5a19fc0072c5e0cdc93a2709ed7d43ba	Bulk	No
6fd81067db815cc85c9e00fe64d32714	Root_endosphere	No
863277800a4cbd9fde7e2f1b6fb8be46	Bulk	No
04c7d7f35b87b83f4c0683a51eb22a3f	Bulk	No
15117b16abbe16516dd52409133f6ae6	Root_endosphere	No
b399fb381855955c2fc628360e00f51d	Rhizosphere	No
26af9a3a5765be1e0bfd1b194068d401	Bulk	No
bfe43b74aa486b86577ecf1bd49db4b0	Root_endosphere	No
e22d2472c27d80e8f6a9422a0a4f48e8	Bulk	No
3ebc17724b13ebfe3894b8d33f6365be	Rhizosphere	No
71235c3ab55b96825ccd6e6f54c42ba8	Bulk	No
1f10e40ed71c2b4157c826604aab8e21	Rhizosphere	No
4b975b512f2ff49347b15ee3d888650e	Rhizosphere	No
d94314e53a7f88c6d6144ce7d08d8c31	Rhizosphere	No
3ac05918181fcac0c2697e3ea5bbd5fb	Bulk	No
4ba755d9ef48f290b6463b6f3385b65a	Root_endosphere	No
2ab0f97417461cf3bf003552f4f15bd8	Rhizosphere	No
d603582e3072bfdf22b8906cb3c6a599	Rhizosphere	No
0687ef3ed3244e46083847b4be29c1bc	Rhizosphere	No
9f888b489c0316727cdfa0f607ccec4d	Rhizosphere	No
798ddfbe659d8187f262a815696429c7	Rhizosphere	No
37d19af2ac9e2c3b1ae41324c68759c3	Bulk	No
0ac5206595c58f538a4b72f0d7a37ee9	Rhizosphere	No
924990c358708484ef71756e20153a24	Rhizosphere	No
cf7363141286452788a476d194a818e0	Bulk	No
4b36c4da1ee95948f59738a5cb83bf31	Rhizosphere	No
025ee8100d9afff745c0577d29396460	Bulk	No
e0f585cdfa0ae81c3f5c753d11847363	Bulk	No
d6d06ed842677e0dda0d2f6b4959a0c2	Bulk	No
238c3b6c6a5e964a79ee0ff92b7abd5c	Root_endosphere	No
0725958cde0f19d30fc83f5a707e1c15	Rhizosphere	No
f1ec0ec2ddb997ec8f43fd8c30ee60c9	Bulk	No
a65c2784e09d70381f0491e3e5c1aac0	Root_endosphere	No
ebc054073cdfc07036b0006ce2cf4d17	Bulk	No
c5b2f92196c7b04cb4853871adf14f5a	Bulk	No
6377ab16d8cb661c1dcf3bb80ecfc716	Rhizosphere	No
d541697fde83d4d4dd314b6b5596f0b1	Phyllosphere	No
287f4f0eddcfaee56c4279bff1479666	Rhizosphere	No
7e5e0f31bea6881e5fc4e59768e8d752	Root_endosphere	No
09004604841e05abbe19a0fded664624	Rhizosphere	No
70a25fe95092f01307a26aca1bd9c7f1	Bulk	No
94163ff618b63994bd1ac1618bdd5d98	Root_endosphere	No
2b879e1d3c14be147c93bf4fb5914b3f	Rhizosphere	No
e38d5142fc16ce86281828b850d345ea	Bulk	No
e7b7ba1a767bf4e312a89dfb7ce7d05c	Bulk	No
eeae00e4771db69e4f0b5d562a6ee665	Bulk	No
8ec0eec46fed4e101156c1de59d910be	Rhizosphere	No
65825bc1b39ed1ed446f7121cc458ff9	Rhizosphere	No
695364dbdf3fbef3a8b23a234c82b7ba	Rhizosphere	No
66a64f39bb628af82bbd53ddad1d500d	Bulk	No
cf0624e2b4667caa74a7543e32d11db0	Bulk	No
cf8a2e00ea0a9664bc9a8b13327c25d9	Rhizosphere	No
28acf6d107c8e3d8e1b7e4b6bd087bc5	Bulk	No
ae1d51f7e37559de12d6e0a5ab2a6c7d	Rhizosphere	No
0d27a27b1db7d7056699f76b23f7f426	Rhizosphere	No
13823fb2171f5469afdb68083a649703	Bulk	No
bb0f4ff5cd4acd8cf6bdbf3b93e2605c	Root_endosphere	No
4ee504499bcdfd2e0a14a1d24660b6e5	Rhizosphere	No
7da8006789b96ca000265d507f8b055b	Bulk	No
f88fa138c286c566b03ba850919f2846	Rhizosphere	No
01a780ea767daa1514ffd07d3955ed8f	Rhizosphere	No
b1ca438c2514c3e677e28a401f3c5422	Root_endosphere	No
89fc67ebf8604c1523ba3e0efeb0ae10	Rhizosphere	No
6d44810c50e1fb4bf3fbc73d38d9e0a5	Rhizosphere	No
a15e5706d29207fcd43dbb1421722ca1	Root_endosphere	No
bd800a5a8e1272859ad38c9aed690bcd	Rhizosphere	No
f70d6b759195d593de3c80a598375e8d	Rhizosphere	No
ce14760c7a2e16c409366986b3cebe17	Bulk	No
a2e818d04c05bac5202d4c3de5aea9ef	Rhizosphere	No
861708cb2e042fddcc1c51d9c4bf0694	Rhizosphere	No
6b7d7ff405ba715f7837849a964f75ef	Rhizosphere	No
e7792f5c4adac8fbe819833cfd35a920	Rhizosphere	No
16cb11d6c6bbb305501800c96b389f84	Bulk	No
417954169c123f4c0a9058c8ef978601	Rhizosphere	No
f71be745f95aca4f783cb92c0fededb1	Bulk	No
82a4e6d67d262635e230b377d5bf2086	Bulk	No
cac1a78e139c73e9d8906b4595906d71	Root_endosphere	No
395a7647eec76352de36cfa42e39bf03	Bulk	No
f92d7529baf0e6885cc98112a47e4f03	Rhizosphere	No
937636e0178f5c12b1e6dc95b8ef9bee	Rhizosphere	No
09aa9805a9c6b6eb8f720b437c03e14f	Rhizosphere	No
c49229b0cc0e05c8137c9e3631c49426	Rhizosphere	No
fc672ff88dc475b143532167712d4329	Phyllosphere	Also_bulk
ce3cddd0e864930af99f51d7ee3b8f7f	Phyllosphere	No
087a6f6e4de365ce51b0b5caa438b48f	Rhizosphere	No
679d8284b9c943e6be9e0b8e86a5a3e3	Rhizosphere	No
5f4b20a6421ccf365ba0311c48c340a4	Rhizosphere	No
e7f8b952c6ecc08486be5038ac79f389	Rhizosphere	No
cb910feff3f628772676257167ca1d84	Rhizosphere	No
aef6f0515b98b1ada3af2dff3a728883	Rhizosphere	No
f28f941ca4f9a93ff84b95f23b0e909c	Rhizosphere	No
0ad2f365ef1cfbbeadad349e3c74359a	Bulk	No
5b4248898d2a6e92ae0a3fdfdc981688	Rhizosphere	No
64bb9af250478265c521a97150c74154	Bulk	No
35decb71e75660d1dbed0edf3fa74063	Rhizosphere	No
3958713e310672cb12dd38597a87a94f	Bulk	No
676b0c40380e1b93f3579c30012752e2	Rhizosphere	No
2cde83b49c2b00d6c90487d125ebc394	Root_endosphere	No
499973ccf5602797e9ab71b902b415d5	Rhizosphere	No
ea18e376752d465145e0ae403b2c975c	Bulk	No
8c0b64330d12a739c17e8b7fc23c7e58	Bulk	No
c750ab6c40a880686496f81f4612677d	Rhizosphere	No
ef752bd056f0faa21a290f9e17c44d3f	Root_endosphere	No
ceb4b3a230530e29398e1f258ebd2c05	Root_endosphere	No
94f8172fb90c69259b11d58a1ef87ed2	Root_endosphere	No
f277aad52e9cf26432e8a6274568657c	Rhizosphere	No
3d7febe6c2d305240f498031236e8a13	Rhizosphere	No
7ebc3d2d8bc1ba8735e43223817403fe	Bulk	No
8f54e380e3f16ae8b34236def5dc6782	Bulk	No
6d5d6fcd25eaf249eeac6aa2071ea000	Bulk	No
2835597fd14e938b554328602cb0dd59	Bulk	No
d2b08288c23551f207e45fcfca960142	Root_endosphere	No
3b14ecede7c934ec9385d3886c709dfb	Bulk	No
da6d93f0ed77eee8d128691999651b32	Bulk	No
87bdd1e42ebf338ef90e46f421794f48	Bulk	No
57bcd50e5da2bccc76853eb37ee32c0a	Bulk	No
68a318c46af9e21efbdf7cc64da7f93e	Rhizosphere	No
9d31d20fa79a6983dc7359e3ba4bbd21	Root_endosphere	No
8450d45c2c3e2f91db2e7070d4c04db2	Root_endosphere	No
1e8d3209778ccd096c83f1f57cec3f84	Bulk	No
c7a06e254e0e38ab727ab33efe0d9896	Root_endosphere	No
a94590ad2ed6c30f36b518e3e582cd84	Rhizosphere	No
cac884533c3896f2a4f9449df20e6856	Rhizosphere	No
7e9265deebf31d47328bebd042b10068	Rhizosphere	No
e620e889f56a619d2d12afc294c4800e	Rhizosphere	No
cadaada277b7a4bef069aa9c051b6dd7	Bulk	No
3f7dd8d9cd746c42efeda16b91e7a0e1	Root_endosphere	No
5b6f612d713933fbd816143298428512	Rhizosphere	No
d373f844aa118aad4ed4fb30a3ad8aae	Rhizosphere	No
e5f9f0f2798b8bf61b4fcd7f6f572671	Rhizosphere	No
a8f590de038dfb413ede7d6bfcb7af3d	Rhizosphere	No
e0f551bb5732b25b364dfed323b69120	Root_endosphere	No
f2dd50b17a52e1d0d6e8082efc291c96	Rhizosphere	No
7ea3cdd15b75b00a5c2b64394f8886e6	Bulk	No
159365191c87c8db9275ebf89e38f0b7	Root_endosphere	No
47e1a48800fe5d17f09e178ed259ae4b	Root_endosphere	No
82013bbdaa43075aadd57d65849b123d	Bulk	No
ffecfc5160c7984e3099904841b004c7	Bulk	No
918c642551c0f77159f594687281e970	Rhizosphere	No
0f1efe88418f137f9e1bbd88dac2a94d	Bulk	No
9eb93bdfbce9bbfb0feb02446e620d8f	Rhizosphere	No
8ee30feb68061c0d2d70474795db6379	Bulk	No
811d15202d0f6542b4824e02c58175e5	Bulk	No
c131ca7e31e0de3074326308c3540206	Rhizosphere	No
041b7942791ba53e936f82aa4114f2ec	Bulk	No
30c4b3eba24ecaabcf40e49f01a3ccee	Rhizosphere	No
5dbe512c90fb21139b7fd727e8493698	Rhizosphere	No
618beba978072466c5f6f1a496f1f593	Root_endosphere	No
81d2f6b8cd727ea9d4553aa5b6839dc5	Bulk	No
883348b981156701a8b5d6ec877ef1d5	Bulk	No
d39ea42bb4e8bf66f7edd8b9b8c0613f	Bulk	No
630860d80a9dc35ed55113eeb8a3e761	Phyllosphere	No
c7491501ee7e511e8203b9db21497170	Bulk	No
38849a561a763e516b944a25f5f448df	Root_endosphere	No
39854c76cc2808ba260210628f7c3e8b	Rhizosphere	No
619d281b256c036d007d5adc37d285c6	Rhizosphere	No
bdc8073b9e75e176fce9df77472dd850	Rhizosphere	No
b2a1a7f5c38a718a8a9ef19b8d840d1c	Root_endosphere	No
95a91d0f4228d39909f51bb2b9adc4a3	Rhizosphere	No
ee34ed9952ce09403590929c44e63006	Bulk	No
72e7845c59e72016a8b8443794631988	Rhizosphere	No
c4dc7b64ec0f91d5cb03e927334cf2ca	Bulk	No
d718d43e7a1b6f4324c268bdb4a5531b	Bulk	No
18976e848b32a6d5bfd1ec8dd4598831	Bulk	No
e062ea4468c59a997cb009a9e6cd7348	Rhizosphere	No
cbc1a8c034a161fdf6446a2a6898127c	Rhizosphere	No
3ed8284fa6780763efdae6db5eaec924	Rhizosphere	No
e2872191462cdd35989986ea6d1dc36c	Bulk	No
43a39aeba3c73c920495d3ad6a6782c5	Rhizosphere	No
3df671c52f84f3f6a6413c3f21d067a5	Root_endosphere	No
a56fdd6d6206f6f31429be57431d5735	Bulk	No
a45965de24734cf0dd2d5ec1afa9b166	Rhizosphere	No
c80d4cf221d690d8679e2268f872a91e	Bulk	No
89b5a82f3a58a2fdea1dec114c0f7cc9	Rhizosphere	No
a67a6b006d16a150aca44e80d22fe6e6	Rhizosphere	No
3e41a598b1901dd9703800b77f03aae5	Root_endosphere	No
4fca7f9ef851a486cda09706e0a6f8b6	Bulk	No
9a248931cc3d7209151ac5adc7e6e435	Bulk	No
1ddc6b14e179892e9e2653e7c37c560d	Root_endosphere	No
26d9b2cb56e21e255c9e15f2aa06a467	Rhizosphere	No
214ac0b9d92e00085bff4c850285a1b8	Rhizosphere	No
0ee63913fcf7ea685e76933a54a5bec0	Root_endosphere	No
8a85da03eacd254fa6ff06460d19a8ce	Rhizosphere	No
4adcab3bcf0733a385ca60b4aeaddcb0	Rhizosphere	No
4c539153e5793e89339f44940198115d	Root_endosphere	No
0ce841255f1cbac934a0985d705e25bc	Rhizosphere	No
4d0c1da62b6ebf22b0c42ae5bb67253e	Bulk	No
544773382737ec99af9260c4b53eae7e	Phyllosphere	Also_bulk
2c1b14313bb8fc6f13f02a14ca5e7c50	Root_endosphere	No
629465e502a5971f9808ccee2b4e1965	Rhizosphere	No
6982403e63e89846c2c40a0e90121684	Bulk	No
0ee803b95794610fe80856b9fb1835fe	Bulk	No
154b459feb08f1d8605a4c28976b86c7	Rhizosphere	No
159cff2ce2299959c7ea7b1f32c8b5b1	Bulk	No
5a3a51d319bbe6f98bf452f3b1523025	Phyllosphere	No
ddb0c61322a57d6e0b65ffe4b31a04ab	Rhizosphere	No
d97e1f5c48088dd3865ce26409374b4b	Rhizosphere	No
1814a31677193e77c5c5d17faae5ca02	Root_endosphere	No
dbdb7325e98d187037442cec56c1ed67	Bulk	No
4a38c32ac5cba3156127fa3c0c8f2583	Bulk	No
3170a3c8ff0f2c867f94dfaba462c2a0	Rhizosphere	No
13b1ca6e387b0a29dec660c044e69e90	Bulk	No
9ac469a18c38618dbeea116d2157a3d3	Bulk	No
c724c7737ce309044a01b66a8d9426b4	Rhizosphere	No
e205db9f40fcafc6c04ef4c3645dd2b0	Root_endosphere	No
02b3eea3649a55132acf6af2e3064e04	Root_endosphere	No
dd34220c3209cf46a36acd1e4ffd58a0	Rhizosphere	No
35dfb722b6861368396e9db032be6d62	Bulk	No
4f8521dd44ff57db0d963c4aa283de02	Root_endosphere	No
edc9f9b8e709c329ca3a6e336ceceae8	Bulk	No
b923c70a530575ef00b1cfe0f0a0ab76	Rhizosphere	No
e01967aa8bdc786395ded2baf9be4aee	Rhizosphere	No
2775c69988a26bd3f03bdaf09b5d3d5c	Bulk	No
6a0c17c86282ef62893a7e30947da6c4	Rhizosphere	No
4078c70c619b1087bb7212482df40e3c	Bulk	No
6286c588c1ea92cb6afacc37cc108563	Rhizosphere	No
b1dee0ca061324ff2365595876236f52	Bulk	No
d3a40fc38a2176f71ae93c1a236dbfe2	Rhizosphere	No
8f160dba51c27cfac76eb79030f498e5	Bulk	No
47082eb92759c2179725fe69f11672c5	Phyllosphere	Also_bulk
b51ea3fb2d4d1abe3a828b43385f0f39	Bulk	No
0c3587d82a13114180fdfd5c785b0a2b	Root_endosphere	No
cd25809dfb8af9e5131a73c5bd764631	Rhizosphere	No
0a7a76c0410c07600d06f30f64d5b13d	Bulk	No
d3a059b9abd654b90a0ad388495b3fb5	Bulk	No
6628b7fa7b812fb5962fc41200f5529f	Bulk	No
c4bc76523a3ce25870123fffac6c55ad	Bulk	No
0c3c530b7373a4416e9680d22bdea879	Rhizosphere	No
4ab663da0f6f28bac4ac027eefe7601e	Root_endosphere	No
69790fd7dfa53b3299a5bfb5075133d3	Bulk	No
e747b7962453f7004e2e5fd12acee6b7	Bulk	No
147247d74b94158de66d626867206047	Rhizosphere	No
bb2844aea15915f217116e7790003e85	Bulk	No
514096e6116dc0f7b6cf469da0ed1c02	Rhizosphere	No
f9b5202289dd09045eae50327ff446aa	Rhizosphere	No
47b5be54bcd1d976bc207fb59d43e9f3	Bulk	No
68777e2004ebbbbf83cb1642e00293ea	Rhizosphere	No
4586108462dae006a41bd7f6b070d66d	Rhizosphere	No
baa9096d80860207ed22b5f65a2b4b10	Rhizosphere	No
18f393da9c0963b8882df3bc82abb817	Root_endosphere	No
6929726cc545fb03027f40c7d05e0b85	Rhizosphere	No
58b4660aec0b93be7e527e83ef879c1d	Bulk	No
7b52fa503e4ac1aafcec6797126734f3	Rhizosphere	No
4ba328be67a780dc3a442b38a38a98f5	Rhizosphere	No
1c2d47fa8050caa9670bfd09fbce543e	Rhizosphere	No
92d7e1b003a80a2cffc7754bdad1f8ae	Phyllosphere	Also_bulk
63cfed73cc5d2173c807ac617f14b4ea	Rhizosphere	No
e3ba616c91d22b9e4b5e69cd049355ff	Bulk	No
832e20c05538de49b04482e3d7699143	Bulk	No
19a9586c72eca9877491a544a4c512a2	Root_endosphere	No
12f7346959e7c4b0c6e42ab98c4a024f	Rhizosphere	No
1ccfcd00c441b30d767af5130a4b393e	Bulk	No
25ab91dd5de229b90acf6a1076448117	Bulk	No
52a7da678e397f97446e80a9b9b10085	Bulk	No
0bf4bc52dba46e05f968201b0a8bf491	Bulk	No
753631ef2686384411014f8f20f9cbf9	Rhizosphere	No
f8493bf8050f21e29181087868d94ffe	Bulk	No
06d09c5f437cfecd31e153180f76e07d	Rhizosphere	No
de4d14dd16239a69c446018f1f555c96	Bulk	No
c32a7805968786a8b65a4ff60c7f267c	Bulk	No
177b38fe7a3df852e709be1449c16ce5	Rhizosphere	No
62a76ccd60d646c7ae84450f781c41ae	Bulk	No
8780a293c8822e186cb941978658d978	Rhizosphere	No
5449e03f3cff987440373c205139f642	Bulk	No
4409f8940f724e78c9bf3f518ccd54da	Rhizosphere	No
5160e3910800f56eaaf4c4120c9d5248	Rhizosphere	No
ad8e1f9a01c0ce243d8be503a0d51cf3	Rhizosphere	No
298c1bfc89464db416c5c927172e9b5b	Bulk	No
91a836348d8bd071ad589753e9500752	Rhizosphere	No
17b7693cd001ba2d1e28602f8877f694	Bulk	No
61c1f7ac3cfa9e09c1941645cd8fc1f2	Phyllosphere	No
3491b8e5644cc3e912e40ffb70bd0728	Rhizosphere	No
642dff3b9d81e5b3917530d900f06d18	Rhizosphere	No
f3e2c0da77e50a0c2f3413ba35872427	Bulk	No
a5f896374379a3842dc9056c629cfd50	Rhizosphere	No
5a15dbf3e5af2f5a0a95dfba868039c6	Bulk	No
b438d859250530be2206839843de3f39	Phyllosphere	Also_bulk
8cf16f3db41e4e689fd4ff7dbc3d149b	Bulk	No
29bde29dd74f06981949b4d463392504	Phyllosphere	No
d0280e457956721cd3d3f1d4bfbd4d7e	Bulk	No
67027a6ce8b0b065262341289234d519	Rhizosphere	No
251bd8d628cdb21530342ef1aa4fae42	Rhizosphere	No
11aebc592fc1229c5553d4b42cec3f30	Rhizosphere	No
59ac5c6a9cb3c4658d91b4ec00717fe3	Root_endosphere	No
7dbc84835671760f1e6701bc67d8bc6d	Root_endosphere	No
95ea24ac73bc21c639e38abc46d2ba03	Rhizosphere	No
5853f1776ac3f8f28c91eea15ea3ddfb	Bulk	No
724c0754dd1538ccddff2b4c45413039	Root_endosphere	No
6c015a70e6fbb1d1823de48aefe45bb7	Rhizosphere	No
b231c04a1f6082c03c65ed1538af1ef8	Bulk	No
9cc996f086df2170f6ee00efc58a04ee	Root_endosphere	No
e925568fb3b1048a794967ac222d9e89	Rhizosphere	No
fef0bf1d85af96cf870ee8e905019b5d	Root_endosphere	No
d87c5a6feba090d49f00507ba994b82d	Rhizosphere	No
67f291f0b54e27ef6ba4bf192b73445b	Bulk	No
d9e9d4d59e4cd310b1c8f3d1930c8c03	Bulk	No
9b30d5636f99597ca8ce7403842e8599	Rhizosphere	No
5f255cdff34776e41ef174bca1ac6dec	Bulk	No
fe8e7ba2e6899b43e2ae957505514227	Rhizosphere	No
05efa19bc2a24e45b0829be9fbe42055	Rhizosphere	No
6378a32cf5f184747e6452e35025c2a6	Rhizosphere	No
57409ede9b0ed8832abdb2ff1094d578	Bulk	No
76bce96916153b66973c54cf9abfdee5	Root_endosphere	No
3d23d11ae64acb1c6fc6b7b8d5437f6b	Bulk	No
a255114f923faf2b48d89ad3fa7ab9ef	Bulk	No
cd496c17a23c659da1c74ca3cb283743	Rhizosphere	No
ae29cecc034ded8530be7e93ec4746df	Bulk	No
5544b9b9022e80eaf99053856387b30b	Rhizosphere	No
a1c06d4e9996e37f523982894f8c88b5	Bulk	No
d85314dab23a95988f5a4dd8b9704c90	Bulk	No
b3d3cf6172f12d94c721e3ab3984ec0e	Phyllosphere	Also_bulk
83951779a48df6ad7f7aef10f5b0c4f6	Rhizosphere	No
90241f3e014eee48bae98b31e2eab963	Root_endosphere	No
5271c19cc45dea5cafca43386716882a	Root_endosphere	No
c11c953254a54d33abe8f54a832a7956	Bulk	No
7cc3e9812a61b45b7110daa136e43dd6	Root_endosphere	No
0a042a79cd765273981a1af66ef7a4f7	Bulk	No
4974b959ddc8e61ce3aa32c2c4f6c3d2	Rhizosphere	No
609cbd7e0fab75f1b2e03c6c2e521997	Rhizosphere	No
9fb90bbb18cc70e3696d46b259278384	Bulk	No
733bd7390c52fec618e3209db23238ea	Bulk	No
d5ccf4291f294ae058872977a0c5e299	Bulk	No
287bd8efaee7c361e90a59e1c6998344	Bulk	No
dc432999120ffdf4b4002a397132cb83	Rhizosphere	No
9ad61ef029ce8db19985c4543d9c4a75	Bulk	No
82c04b3c93d4f9bebbc0372da4bb9a0d	Bulk	No
91446437abfd0529f8ce72188723ec53	Root_endosphere	No
77b194fd60cd05b68a72c660f7a87863	Bulk	No
d6c91102a0583747948c116cb4bbb4eb	Phyllosphere	Also_bulk
a05608878279ce6001d67be2c8e567bf	Bulk	No
d256b8f40d371ff5826c2dad73c70682	Root_endosphere	No
1af0cc5d683c3c1891b3548df5fc7a0b	Rhizosphere	No
bf46821838a0a9c237434874843922a4	Bulk	No
4a5f298ac874fd79a0a484d39cca1aa0	Root_endosphere	No
fdac1f8932a07a6b4bb6b932c8214130	Phyllosphere	Also_bulk
214129db4ed96cf70d35e5f515ddd95a	Rhizosphere	No
39b3e0e5a6079506574ec593ef29826e	Rhizosphere	No
3565bb3549619f1bb5d81284667e8544	Bulk	No
a67e3e53e909ecac5be78b9e00991a95	Rhizosphere	No
35510e12f528e59347f125f50c43f208	Bulk	No
3174fba905bd05c7b218eae501a553bf	Rhizosphere	No
6eca4c337e2157f6ee6c2d1569ea1bd3	Bulk	No
94a55541c72eaa0b462d7989eaf3f194	Bulk	No
b80539c2748200859f8cc986c54678be	Bulk	No
aa68b7b37b4ad97351da102659fcc658	Bulk	No
24e518c3c398c8701a7821bdebc8b415	Rhizosphere	No
81fafa07e387c3f0d3fe98d82040d48c	Root_endosphere	No
916b42383c6549323a6f553a397a17be	Rhizosphere	No
e19f3787a61f3281ab00511a619448b3	Bulk	No
cf6a8f553cd1f52aa882f632c0008804	Bulk	No
cfee31e727b8e7d288f58eff67415e9e	Bulk	No
bdcc30a7d06595bf85d9af6b4276ea0b	Bulk	No
6cb5d0d2df4cb3ea6f6d7bef1785cd2f	Bulk	No
a405fea689f145c7111c784d6d098d87	Rhizosphere	No
f3c3ebff80a31565fd15373f968b39a7	Rhizosphere	No
403974b4e512e373b8ee314454f4f41b	Root_endosphere	No
4e7d6ae276a6d22d177a56b698989266	Bulk	No
0a55d7cf7b0e3152a8fce658f72f7b43	Bulk	No
3d064a02d7f72e8dd3ec8880e01b18d5	Bulk	No
9fdce5cec90f83bd83baef3194baf7d0	Bulk	No
a4e98332bef705d16bc426e89c18c2e0	Bulk	No
3199aadae16a6fdc5a744b8035244392	Rhizosphere	No
92b367ebf64137e5fce5e2680acf33a4	Root_endosphere	No
fd92a5405d332b81dc5396d5a96a46a7	Rhizosphere	No
41d9a658c03660a206c281fccbabc898	Bulk	No
dbacde493cb1429d7aad284d847dac84	Root_endosphere	No
c2199ce340aa00c898bbf1a83b9d727b	Bulk	No
eacc3ab3f6bd95ba0ea77a10e6eceb6e	Root_endosphere	No
709755d0e1c33815888c80d31b64a922	Bulk	No
3aa1397ad7bc0cc6f7b1729372862fee	Bulk	No
8503a4ee71de69a464aab2748834ff9d	Bulk	No
c64b552bee81919d0ddb16ec614349a4	Rhizosphere	No
d0e9135826ee49af5ac686294b938f21	Rhizosphere	No
87510f45bf361052e3eb794ad7542d5e	Bulk	No
078322f1f40a4b27b4e7f5255a0d9fbd	Bulk	No
